FPU_Page;FPU_LG_English;FPU_LG_French;FPU_SnomedCT;FPU_DefCSP;FPU_Concepts;FPU_Concepts_Codes;FPU_DefNCI;FPU_Name;FPU_DefMSH;FPU_Code;FPU_URL
Anologue Basal Insulin;Levemir, levemir;;;;"Amino Acid, Peptide, or Protein (T116)
, Pharmacologic Substance (T121)
, Hormone (T125)";T116 T121 T125;;Levemir;;C1314782;http://www.fpnotebook.com/Endo/Pharm/AnlgBslInsln.htm
Multiple Endocrine Neoplasia Type 2;Multiple endocrine adenomatosis, type IIa, MEA syndrome, type IIa, MEA II, MEN II, Sipple Syndrome, MEA 2a, MEA IIa, MEN 2, MEN 2a, MEN IIa, MEN2a, MULTIPLE ENDOCRINE NEOPLASIA TYPE II, Multiple Endocrine Neoplasia Type 2a, Multiple Endocrine Neoplasms Type 2a, Neoplasia, Multiple Endocrine Type 2a, Neoplasms, Multiple Endocrine Type 2a, MEN syndrome type 2A, Multiple endoc neoplas type 2A, MULTIPLE ENDOCRINE NEOPLASIA, TYPE IIA, MEN2A, PHEOCHROMOCYTOMA AND AMYLOID-PRODUCING MEDULLARY THYROID CARCINOMA, SIPPLE SYNDROME, PTC SYNDROME, MULTIPLE ENDOCRINE NEOPL TYPE 2A, MEN 002 A, NEOPLASIA MULTIPLE ENDOCRINE TYPE 002 A, NEOPLASMS MULTIPLE ENDOCRINE TYPE 002 A, MEN 002, NEOPL MULTIPLE ENDOCRINE TYPE 2A, type II multiple endocrine neoplasia, multiple endocrine neoplasia, type 2 (diagnosis), multiple endocrine neoplasia, type 2, type II multiple endocrine neoplasia (diagnosis), type IIa multiple endocrine neoplasia (diagnosis), type IIa multiple endocrine neoplasia, Multiple Endocrine Neoplasia Type 2A, MEN 2A, Multiple Endocrine Neoplasia, Type II, Multiple endocrine adenomatosis Type II, Multiple endocrine neoplasia Type II, MEN Type II, MEA Type II, Mult endo neop type IIA, Multiple endocrine neoplasia [MEN] type IIA, Multiple Endocrine Neoplasia Type 2a [Disease/Finding], MEN 2A Syndrome, MEN-2A Syndromes, MEN-2A Syndrome, sipple syndrome, multiple endocrine neoplasia type 2A (MEN 2A), men type 2, men type ii, sipple's syndrome, Multiple endocrine adenomatosis Type IIa, Sipple's syndrome, Familial chromaffinomatosis, MEA, type 2, MEN, type 2, Multiple endocrine adenomatosis, type 2, Multiple endocrine neoplasia, type 2, PTC syndrome, Sipple syndrome, MEN 2A - Multiple endocrine neoplasia syndrome type 2A, MEN 2A syndrome, Multiple endocrine neoplasia syndrome type 2A, Multiple endocrine neoplasia, type 2 (disorder), MEA Type 2a, MEN Type 2a, Multiple Endocrine Adenomatosis Type 2A, Multiple Endocrine Adenomatosis Type 2a, Multiple Endocrine Adenomatosis Type II, Multiple Endocrine Adenomatosis, Type II, Multiple Endocrine Neoplasia Type II, Multiple Endocrine Neoplasia Type 2;###############################################################################################################################################################################################################################################################;61808009;;Neoplastic Process (T191);T191;Multiple endocrine neoplasia caused by mutation of the RET gene. Patients develop medullary thyroid carcinomas, and may also develop pheochromocytomas and parathyroid gland hyperplasia.;Multiple Endocrine Neoplasia Type 2a;###############################################################################################################################################################################################################################################################;C0025268;http://www.fpnotebook.com/Endo/Parathyroid/MltplEndcrnNplsTyp1.htm
Multiple Endocrine Neoplasia Type 1;Multiple endocrine adenomatosis, type I, Wermer's syndrome, MEA syndrome, type I, MEA I, MEN I, Wermer Syndrome, ADENOMATOSIS, POLYGLANDULAR, ENDOCRINE ADENOMA PEPTIC ULCER COMPLEX, MEA 1, MEN 1, MEN1, MULTIPLE ENDOCRINE NEOPLASIA TYPE 1, MULTIPLE ENDOCRINE NEOPLASIA TYPE I, Multiple Endocrine Neoplasia Type 1, Multiple Endocrine Neoplasia Type I, Multiple Endocrine Neoplasms Type 1, Neoplasia, Multiple Endocrine Type 1, Neoplasms, Multiple Endocrine Type 1, Neoplasms, Multiple Endocrine Type I, MEN syndrome type 1, Multiple endoc neoplas type 1, Wermer's Syndrome, MULTIPLE ENDOCRINE NEOPLASIA, TYPE I, ENDOCRINE ADENOMATOSIS, MULTIPLE, WERMER SYNDROME, NEOPL MULTIPLE ENDOCRINE TYPE 1, MEN 001, NEOPLASIA MULTIPLE ENDOCRINE TYPE 001, NEOPLASMS MULTIPLE ENDOCRINE TYPE 001, MULTIPLE ENDOCRINE NEOPL TYPE 1, type I multiple endocrine neoplasia (diagnosis), type I multiple endocrine neoplasia, Multiple endocrine adenomatosis Type I, Multiple endocrine neoplasia Type I, MEN Type I, MEA Type I, Mult endo neoplas type I, Multiple endocrine neoplasia [MEN] type I, Multiple Endocrine Neoplasia Type 1 [Disease/Finding], wermer syndrome, men 1 syndrome, wermer's syndrome, men type 1, multiple endocrine neoplasia type 1 (MEN1), men type i, multiple endocrine neoplasia type 1 syndrome, MEN1 syndrome, MEA, type 1, MEN, type 1, Multiple endocrine adenomatosis, type 1, Multiple endocrine neoplasia, type 1, Wermer syndrome, MEN 1 - Multiple endocrine neoplasia syndrome type 1, MEN 1 syndrome, Multiple endocrine neoplasia syndrome type 1, Multiple endocrine neoplasia, type 1 (disorder), MEA Type 1, MEN Type 1, Multiple Endocrine Adenomatosis Type 1, Multiple Endocrine Adenomatosis Type I, Multiple Endocrine Adenomatosis, Type I, Multiple Endocrine Neoplasia, Type I;###############################################################################################################################################################################################################################################################;30664006, 190566000;;Neoplastic Process (T191);T191;###############################################################################################################################################################################################################################################################;Multiple Endocrine Neoplasia Type 1;###############################################################################################################################################################################################################################################################;C0025267;http://www.fpnotebook.com/Endo/Parathyroid/MltplEndcrnNplsTyp.htm
Hyperparathyroidism;###############################################################################################################################################################################################################################################################;HYPERPARATHYROIDIE, Hyperparathyroïdie SAI, Hyperparathyroïdie, Hyperparathyroïdisme;154696001, 66999008, 190451000;###############################################################################################################################################################################################################################################################;Disease or Syndrome (T047);T047;"Hyperfunction of the parathyroid glands resulting in the overproduction of parathyroid hormone. It may be primary or secondary; primary hyperparathyroidism is caused by parathyroid adenoma, parathyroid hyperplasia, parathyroid carcinoma, and multiple endocrine neoplasia. It is associated with hypercalcemia and hypophosphatemia. Signs and symptoms include weakness, fatigue, nausea, vomiting, constipation, depression, bone pain, osteoporosis, cystic bone lesions, and kidney stones. Secondary hyperparathyroidism is caused by the chronic stimulation of the parathyroid glands in patients with chronic renal failure, rickets, and malabsorption syndromes. A disorder characterized by an increase in production of parathyroid hormone by the parathyroid glands. This results in hypercalcemia (abnormally high levels of calcium in the blood). A condition in which the parathyroid gland (one of four pea-sized organs found on the thyroid) makes too much parathyroid hormone. This causes a loss of calcium from the bones and an increased level of calcium in the blood. Symptoms include bone pain and kidney problems.";Hyperparathyroidism;###############################################################################################################################################################################################################################################################;C0020502;http://www.fpnotebook.com/Endo/Parathyroid/Hyprprthyrdsm.htm
Hyperparathyroidism;###############################################################################################################################################################################################################################################################;Hyperparathyroïdie primaire, Hyperparathyroïdie primitive, Hyperparathyroïdisme primaire, Hyperparathyroïdisme primitif;190452007, 36348003;;Disease or Syndrome (T047);T047;###############################################################################################################################################################################################################################################################;Hyperparathyroidism, Primary;###############################################################################################################################################################################################################################################################;C0221002;http://www.fpnotebook.com/Endo/Parathyroid/Hyprprthyrdsm.htm
Obesity Risk;Adiposity, Obesities, Obesity, OBESE, OBESITY, Obesity, NOS, Obesity, unspecified, obesity (diagnosis), obesity, Obesity NOS, Obesity [Disease/Finding], obese, adiposity, Obesity [Ambiguous], Obese, Obese (finding), Obesity (disorder);OBESITE, Obésité, non précisée, Obésité;5476005, 154776002, 190963004, 414916001, 414915002;###############################################################################################################################################################################################################################################################;Disease or Syndrome (T047);T047;Having a high amount of body fat (body mass index [BMI] of 30 or more). A disorder characterized by having a high amount of body fat. A condition marked by an abnormally high, unhealthy amount of body fat.;Obesity;###############################################################################################################################################################################################################################################################;C0028754;http://www.fpnotebook.com/Endo/Obesity/ObstyRsk.htm
Obesity Risk;Obesity, Obesity Adverse Event;;;;Finding (T033);T033;;Obesity Adverse Event;;C1963185;http://www.fpnotebook.com/Endo/Obesity/ObstyRsk.htm
Hypoparathyroidism;###############################################################################################################################################################################################################################################################;HYPOPARATHYROIDIE, Hypoparathyroïdie, Insuffisance parathyroïdienne, Hypoparathyroïdisme;190457001, 36976004, 154697005, 267479004;###############################################################################################################################################################################################################################################################;Disease or Syndrome (T047);T047;###############################################################################################################################################################################################################################################################;Hypoparathyroidism;###############################################################################################################################################################################################################################################################;C0020626;http://www.fpnotebook.com/Endo/Parathyroid/Hyprthyrdsm.htm
Dietary Supplements in Obesity;###############################################################################################################################################################################################################################################################;Compléments alimentaires;373689005, 226279009, 108961000, 373453009;something that completes a diet, offsets a dietary deficiency or strengthens the diet.;Food (T168);T168;###############################################################################################################################################################################################################################################################;Dietary Supplements;Products in capsule, tablet or liquid form that provide essential nutrients, such as a vitamin, an essential mineral, a protein, an herb, or similar nutritional substance. (FDA Backgrounder, June 15, 1993, p2);C0242295;http://www.fpnotebook.com/Endo/Obesity/DtrySplmntsInObsty.htm
Obesity Measurement;"Obesity screen, Weight screen (&amp; [obesity]) (procedure), screening obesity, obesity screening, Obesity screening (procedure), Obesity screening, Weight screen, Weight screen (&amp; [obesity])";;171192001, 148407009, 268551005;;Therapeutic or Preventive Procedure (T061);T061;;Obesity screen;;C0740216;http://www.fpnotebook.com/Endo/Obesity/ObstyMsrmnt.htm
Obesity Measurement;Adiposity, Obesities, Obesity, OBESE, OBESITY, Obesity, NOS, Obesity, unspecified, obesity (diagnosis), obesity, Obesity NOS, Obesity [Disease/Finding], obese, adiposity, Obesity [Ambiguous], Obese, Obese (finding), Obesity (disorder);OBESITE, Obésité, non précisée, Obésité;5476005, 154776002, 190963004, 414916001, 414915002;###############################################################################################################################################################################################################################################################;Disease or Syndrome (T047);T047;Having a high amount of body fat (body mass index [BMI] of 30 or more). A disorder characterized by having a high amount of body fat. A condition marked by an abnormally high, unhealthy amount of body fat.;Obesity;###############################################################################################################################################################################################################################################################;C0028754;http://www.fpnotebook.com/Endo/Obesity/ObstyMsrmnt.htm
Postpartum Thyroiditis;###############################################################################################################################################################################################################################################################;Thyroïdite du post-partum, Thyroïdite du postpartum;199241008, 52772002;;Disease or Syndrome (T047);T047;;Postpartum Thyroiditis;###############################################################################################################################################################################################################################################################;C0271815;http://www.fpnotebook.com/Endo/OB/PstprtmThyrdts.htm
Obesity Medication;###############################################################################################################################################################################################################################################################;Anorexigènes, Agents anorexigènes, Suppresseurs de l'appétit, Médicaments anorexigènes, Coupe-faim, Modérateurs de l'appétit;371141007, 108374003;class of drugs which suppress appetite, used for weight control.;Pharmacologic Substance (T121);T121;Any substance that induces loss of appetite to prevent weight gain and achieve weight loss.;Appetite Depressants;Agents that are used to suppress appetite.;C0003620;http://www.fpnotebook.com/Endo/Obesity/ObstyMdctn.htm
Obesity Medication;###############################################################################################################################################################################################################################################################;Pilules antiobésité, Médicaments anti-obésité, Médicaments antiobésité, Pilules anti-obésité, Médicaments contre l'obésité, Agents antiobésité, Agents anti-obésité;;;Pharmacologic Substance (T121);T121;;Anti-Obesity Agents;Agents that increase energy expenditure and weight loss by neural and chemical regulation. Beta-adrenergic agents and serotoninergic drugs have been experimentally used in patients with non-insulin dependent diabetes mellitus (NIDDM) to treat obesity.;C0376607;http://www.fpnotebook.com/Endo/Obesity/ObstyMdctn.htm
Obesity Management;Obesity monitoring status, Obesity monitoring status (finding);;243862009;;Finding (T033);T033;;Obesity monitoring status;;C0421268;http://www.fpnotebook.com/Endo/Obesity/ObstyMngmnt.htm
Obesity Management;###############################################################################################################################################################################################################################################################;Contrôle du poids;388962008;therapy to regulate body weight.;Therapeutic or Preventive Procedure (T061);T061;;Weight maintenance regimen;;C0920298;http://www.fpnotebook.com/Endo/Obesity/ObstyMngmnt.htm
Obesity Management;Obesity, Obesity Adverse Event;;;;Finding (T033);T033;;Obesity Adverse Event;;C1963185;http://www.fpnotebook.com/Endo/Obesity/ObstyMngmnt.htm
Obesity;###############################################################################################################################################################################################################################################################;"Surplus de poids, Excédent de poids, Excès de poids, Exces de poids (IMC &lt;30), Surcharge pondérale, Surpoids";238131007, 23495001;;Sign or Symptom (T184);T184;Being too heavy for one's height. Excess body weight can come from fat, muscle, bone, and/or water retention. Being overweight does not always mean being obese.;Overweight;###############################################################################################################################################################################################################################################################;C0497406;http://www.fpnotebook.com/Endo/Obesity/Obsty.htm
Obesity;Adiposity, Obesities, Obesity, OBESE, OBESITY, Obesity, NOS, Obesity, unspecified, obesity (diagnosis), obesity, Obesity NOS, Obesity [Disease/Finding], obese, adiposity, Obesity [Ambiguous], Obese, Obese (finding), Obesity (disorder);OBESITE, Obésité, non précisée, Obésité;5476005, 154776002, 190963004, 414916001, 414915002;###############################################################################################################################################################################################################################################################;Disease or Syndrome (T047);T047;Having a high amount of body fat (body mass index [BMI] of 30 or more). A disorder characterized by having a high amount of body fat. A condition marked by an abnormally high, unhealthy amount of body fat.;Obesity;###############################################################################################################################################################################################################################################################;C0028754;http://www.fpnotebook.com/Endo/Obesity/Obsty.htm
Obesity Evaluation;Adiposity, Obesities, Obesity, OBESE, OBESITY, Obesity, NOS, Obesity, unspecified, obesity (diagnosis), obesity, Obesity NOS, Obesity [Disease/Finding], obese, adiposity, Obesity [Ambiguous], Obese, Obese (finding), Obesity (disorder);OBESITE, Obésité, non précisée, Obésité;5476005, 154776002, 190963004, 414916001, 414915002;###############################################################################################################################################################################################################################################################;Disease or Syndrome (T047);T047;Having a high amount of body fat (body mass index [BMI] of 30 or more). A disorder characterized by having a high amount of body fat. A condition marked by an abnormally high, unhealthy amount of body fat.;Obesity;###############################################################################################################################################################################################################################################################;C0028754;http://www.fpnotebook.com/Endo/Obesity/ObstyEvltn.htm
Infantile Hypothyroidism;"CRETINISM, CRETINISM, INFANTILE, HYPOTHYROIDISM CONGENITAL, HYPOTHYROIDISM, CONGENITAL, HYPOTHYROIDISM, INFANTILE, Cretinism, NOS, Congen hypothy not iodine def, Congenital hypothyroidism NOS, CONGEN HYPOTHYROIDISM, CHT - Congenit hypothyroidism, Hypothyroidism, congenital, congenital hypothyroidism (diagnosis), congenital hypothyroidism, Cretinism (disorder), Congenital hypothyroidism: [cretinism] or [NOS] (disorder), Hypothyroidism congenital, Congenital hypothyroidsm, Congenital hypothyroidism NOS (disorder), Congenital Hypothyroidism [Disease/Finding], infantile hypothyroidism, Hypothyroidism;congenital, hypothyroidism congenital, Congenital Hypothyroidism, Congenital hypothyroidism, Infantile hypothyroidism, Congenital hypothyroidism not due to iodine deficiency, Congenital goiter, Congenital goitre, CHT - Congenital hypothyroidism, Congenital hypothyroidism (disorder), congenital; hypothyroidism, cretin; type hypothyroid, cretin, hypothyroid; cretin (type), hypothyroidism; congenital, insufficiency; thyroid, congenital, thyroid; insufficiency, congenital, Congenital hypothyroidism: [cretinism] or [NOS], Cretinism (disorder) [Ambiguous], Congenital thyroid insufficiency, Goitrous cretinism, Cretinism, Hypothyroidism, Congenital, cretinism";Hypothyroïdisme congénital, HYPOTHYROIDIE CONGENITALE, Crétinisme, Hypothyroïdie congénitale;3614006, 190273009, 154661001, 75065003, 267376007, 190268003, 217710005, 154660000, 267465007;###############################################################################################################################################################################################################################################################;"Congenital Abnormality (T019)
, Disease or Syndrome (T047)";T019 T047;"A deficiency of thyroid hormone present at birth. The etiology can be genetic or environmental, or a combination of both; treatment is based on severity and causality.";Congenital Hypothyroidism;###############################################################################################################################################################################################################################################################;C0010308;http://www.fpnotebook.com/Endo/NICU/InfntlHypthyrdsm.htm
Ornithine Transcarbamylase Deficiency;"Ornithine carbamoyltransferase deficiency, OCT-Ornith carbamoyltransf def, OTC-Ornith transcarbamyl defic, Ornith carbamoyltransferas def, Ornithin transcarbamoylase def, ORNITHINE TRANSCARBAMYLASE DEFICIENCY, HYPERAMMONEMIA DUE TO, ORNITHINE CARBAMOYLTRANSFERASE DEFICIENCY, OTC DEFICIENCY, ORNITHINE CARBAMOYLTRANSFERASE DEFIC DIS, ORNITHINE TRANSCARBAMYLASE DEFIC DIS, DEFIC DIS ORNITHINE CARBAMOYLTRANSFERASE, DEFIC DIS ORNITHINE TRANSCARBAMYLASE, ornithine carbamoyltransferase deficiency, ornithine transcarbamylase deficiency, ornithine transcarbamylase deficiency (diagnosis), Deficiency of ornithine carbamoyltransferase (disorder), Deficiency Disease, Ornithine Carbamoyltransferase, Ornithine Carbamoyltransferase Deficiency Disease, Deficiency Disease, Ornithine Transcarbamylase, Ornithine Transcarbamylase Deficiency Disease, Ornithine Transcarbamylase Deficiency, Deficiency, Ornithine Transcarbamylase, Deficiencies, OTC, OTC Deficiencies, Deficiencies, Ornithine Transcarbamylase, Deficiency, OTC, Ornithine Transcarbamylase Deficiencies, OTC Deficiency, ornithine carbomoyltransferase (OCT) deficiency, ornithine carbomoyltransferase deficiency, hyperammonemia due to ornithine transcarbamylase deficiency, ornithine transcarbamylase (OTC) deficiency (OTCD), hyperammonemic syndrome, Ornithine Carbamoyltransferase Deficiency Disease [Disease/Finding], octd, ornithine carbamoyltransferase deficiency (OCTD), OCT deficiency, OCTD, Ornithine transcarbamylase deficiency, OCT - Ornithine carbamoyltransferase deficiency, OTC - Ornithine transcarbamylase deficiency, Ornithine transcarbamoylase deficiency, Deficiency of citrulline phosphorylase, Deficiency of ornithine carbamoyltransferase, Deficiency of ornithine transcarbamylase, Ornithine carbamoyltransferase deficiency (disorder), deficiency; ornithine transcarbamylase, ornithine transcarbamylase; deficiency";###############################################################################################################################################################################################################################################################;124249000, 80908008;;Disease or Syndrome (T047);T047;###############################################################################################################################################################################################################################################################;Ornithine carbamoyltransferase deficiency;###############################################################################################################################################################################################################################################################;C0268542;http://www.fpnotebook.com/Endo/Metabolism/OrnthnTrnscrbmylsDfcncy.htm
Ornithine Transcarbamylase Deficiency;Hyperornithinemia, NOS, Ornithinemia, OAT-Ornth ox-acd amno trns def, Ornith ketoacid transamin def, Ornith oxo-acid aminotrans def, Ornith oxoacidaminotrans def, Ornithine oxoacidaminotransferase deficiency, Hyperornithinaemia, NOS, Hyperornithinemia, Ornithine oxo-acid aminotransferase deficiency, ornithine aminotransferase deficiency, hyperornithinemia (diagnosis), hyperornithinemia, Hyperornithinemia with gyrate atrophy of choroid and retina, Ornithine ketoacid aminotransferase deficiency, Ornithine aminotransferase deficiency, Gyrate atrophy of choroid and retina, OAT deficiency, OKT deficiency, Ornithine ketoacid transaminase deficiency, Ornithine-delta-aminotransferase deficiency, Ornithine-oxo-acid amino acid transferase deficiency, Hyperornithinaemia, OAT - Ornithine oxo-acid aminotransferase deficiency, Hyperornithinemia (disorder), Ornithine oxo-acid aminotransferase deficiency (disorder), ornithinemia, Ornithine oxo-acid aminotransferase deficiency [Ambiguous], Deficiency of ornithine-oxo-acid aminotransferase (disorder), Deficiency of ornithine-oxo-acid aminotransferase;;276426004, 190716009, 193471005, 33985005, 87126009, 124292005;excess of ornithine in the plasma, such as occurs in the genetic disorders gyrate atrophy of choroid and retina and hyperornithinemia-hyperamonemia-homocitrullinuria syndrome.;Disease or Syndrome (T047);T047;;Hyperornithinemia;;C0599035;http://www.fpnotebook.com/Endo/Metabolism/OrnthnTrnscrbmylsDfcncy.htm
Diabetic Neuropathy;###############################################################################################################################################################################################################################################################;Neuropathie diabétique, Neuropathies diabétiques;866003, 190353001, 230572002, 154683002, 193182005, 267472008, 190349003;common complication of diabetes mellitus in which nerves are damaged as a result of hyperglycemia (high blood sugar levels).;Disease or Syndrome (T047);T047;;Diabetic Neuropathies;###############################################################################################################################################################################################################################################################;C0011882;http://www.fpnotebook.com/Endo/Neuro/DbtcNrpthy.htm
Phenylketonuria;###############################################################################################################################################################################################################################################################;PHENYLCETONURIE, Phénylalaninémie, Phénylkétonurie (PKU), PKU, Phénylcétonuries, Phénylcétonurie;190687004, 154735006;group of autosomal recessive disorders marked by a deficiency of the hepatic enzyme phenylaline hydroxylase or less frequently by reduced activity of dihydropteridine reductase.;Disease or Syndrome (T047);T047;###############################################################################################################################################################################################################################################################;Phenylketonurias;###############################################################################################################################################################################################################################################################;C0031485;http://www.fpnotebook.com/Endo/Metabolism/Phnylktnr.htm
Methylmalonic acidemia;###############################################################################################################################################################################################################################################################;Acidurie méthylmalonique;42393006, 190727006;###############################################################################################################################################################################################################################################################;Disease or Syndrome (T047);T047;;Methylmalonic acidemia;;C0268583;http://www.fpnotebook.com/Endo/Metabolism/MthylmlncAcdm.htm
Inborn Errors of Metabolism;Metabolism, Inborn errors of, Error, Inborn Metabolism, Errors Metabolism, Inborn, Errors Metabolisms, Inborn, Errors, Inborn Metabolism, Inborn Errors Metabolism, Inborn Errors Metabolisms, Inborn Metabolism Error, Inborn Metabolism Errors, Metabolism Error, Inborn, Metabolism Errors, Inborn, Metabolism Inborn Error, Metabolism Inborn Errors, Metabolism, Inborn Errors, Metabolisms, Inborn Errors, inborn metabolism disorder, Inborn error of metabolism, NOS, METAB ERR INBORN, INBORN ERR METAB, METAB INBORN ERR, IBEM - Inborn error of metabol, IEM - Inborn error metabolism, Congenital Metabolic Disorder, Inborn Errors of Metabolism, Inborn error of metabolism NOS, Metabolism, Inborn Errors [Disease/Finding], inborn error of metabolism, inborn error metabolism, errors inborn metabolism, inborn errors metabolism, inborn errors of metabolism, Inborn errors of metabolism, Inborn error of metabolism, IBEM - Inborn error of metabolism, IEM - Inborn error of metabolism, Inborn error of metabolism (disorder), Metabolic hereditary disorder (disorder), Metabolic hereditary disorder;Erreur innée du métabolisme SAI, Erreur innée du métabolisme, Erreurs innées du métabolisme, Maladies métaboliques congénitales;86095007, 363205007;errors in metabolic processes resulting from inborn genetic mutations that are inherited or acquired in utero.;"Congenital Abnormality (T019)
, Disease or Syndrome (T047)";T019 T047;A group of disorders present at birth that involve genetic defects leading to disturbances in carbohydrate, lipid, lysosomal storage or amino acid metabolism in the body.;Inborn Errors of Metabolism;Errors in metabolic processes resulting from inborn genetic mutations that are inherited or acquired in utero.;C0025521;http://www.fpnotebook.com/Endo/Metabolism/InbrnErrsOfMtblsm.htm
Hereditary Fructose Intolerance;"Fructose Intolerance, Fructose Intolerances, Intolerances, Fructose, FRUCTOSE INTOLERANCE, Intolerance, Fructose, hereditary fructose intolerance, Fructose intolerance, NOS, Hereditary fructose intolerance syndrome, ALDB - aldolose B deficiency, Fructo-16-bisphosph aldolB def, Hereditary fructose intoleran., ALDB - aldolase B deficiency, FRUCTOSEMIA, FRUCTOSE-1,6-BISPHOSPHATE ALDOLASE B DEFICIENCY, ALDOLASE B DEFICIENCY, FRUCTOSE INTOLERANCE, HEREDITARY, FRUCTOSE-1-PHOSPHATE ALDOLASE DEFICIENCY, fructose 1 phosphate aldolase deficiency, fructose intolerance (diagnosis), fructose intolerance, Fructosemia (disorder), Fructose intolerance hereditary, ALDOB DEFICIENCY, Hered fructose intoleran, Hereditary Fructose Intolerance, Intolerance, Hereditary Fructose, Hereditary Fructose Intolerances, Aldolase Deficiency, Fructose-1-Phosphate, Fructose 1 Phosphate Aldolase Deficiency, Deficiencies, Fructose-1-Phosphate Aldolase, Fructose-1,6-Biphosphate Aldolase Deficiency, Aldolase Deficiencies, Fructose-1,6-Biphosphate, Intolerances, Hereditary Fructose, Fructose-1-Phosphate Aldolase Deficiency, Aldolase Deficiencies, Fructose-1-Phosphate, Fructose-1,6-Biphosphate Aldolase Deficiencies, Fructose Aldolase B Deficiency, Aldolase Deficiency, Fructose-1,6-Biphosphate, Fructose-1-Phosphate Aldolase Deficiencies, Fructose 1,6 Biphosphate Aldolase Deficiency, Fructose Intolerance, Hereditary, Fructose Intolerances, Hereditary, Deficiency, Fructose-1-Phosphate Aldolase, Deficiencies, Fructose-1,6-Biphosphate Aldolase, Deficiency, Fructose-1,6-Biphosphate Aldolase, Fructose Intolerance [Disease/Finding], fructose hereditary intolerance, fructose intolerance hereditary, Hereditary fructose intolerance, Fructosemia, ALDB deficiency, Aldolase B deficiency, Fructose-1-phosphate aldolase deficiency, Fructose-biphosphate aldolase B deficiency, Hereditary fructosuria, Fructosaemia, Fructose-1,6-bisphosphate aldolase B deficiency, Fructose intolerance, Fructose-1,6-bisphosphate aldolase B deficiency (disorder), fructose; intolerance, fructosemia, intolerance; fructose, Hereditary fructosuria (disorder)";Intolérance au fructose héréditaire, Intolérance héréditaire au fructose, Déficit héréditaire en fructose-1-phosphate aldolase, Fructosémie congénitale, Intolérance au fructose;20052008, 20290005, 237962008;###############################################################################################################################################################################################################################################################;Disease or Syndrome (T047);T047;###############################################################################################################################################################################################################################################################;Hereditary fructose intolerance syndrome;###############################################################################################################################################################################################################################################################;C0016751;http://www.fpnotebook.com/Endo/Metabolism/HrdtryFrctsIntlrnc.htm
MCAD Deficiency;Deficiency of medium-chain acyl-CoA dehydrogenase, MCAD DEFICIENCY, MCADH DEFICIENCY, CARNITINE DEFICIENCY SECONDARY TO MEDIUM-CHAIN ACYL-CoA DEHYDROGENASE DEFICIENCY, ACADM DEFICIENCY, ACYL-CoA DEHYDROGENASE, MEDIUM-CHAIN, DEFICIENCY OF, Medium-chain acyl-coenzyme A dehydrogenase deficiency, medium-chain acyl-CoA dehydrogenase deficiency, medium-chain acyl-CoA dehydrogenase deficiency (diagnosis), Medium chain acyl-CoA dehydrogenase deficiency (disorder), MCAD-Med ch acyl-CoA dehyd def, Med ch acyl-CoA dehydrog defic, MCAD, Acyl-CoA Dehydrogenase, Medium-Chain Deficiency, Medium-Chain Acyl-Coenzyme A Dehydrogenase Deficiency (MCAD), Medium-Chain Acyl-CoA Dehydrogenase Deficiency (MCAD), Medium-chain Acyl-CoA dehydrogenase deficiency, Medium chain acyl CoA dehydrogenase deficiency, Acyl-CoA dehydrogenase, medium chain, deficiency of, mcad deficiency, ACADMD, MCAD deficiency, MCAD - Medium chain acyl-CoA dehydrogenase deficiency, Medium chain acyl-CoA dehydrogenase deficiency, Medium-chain acyl-coenzyme A dehydrogenase deficiency (disorder), Medium chain acyl CoA dehydrogenase deficiency (MCAD);;393571006, 394513008, 128596003, 74351001;;Disease or Syndrome (T047);T047;###############################################################################################################################################################################################################################################################;Medium-chain acyl-coenzyme A dehydrogenase deficiency;;C0220710;http://www.fpnotebook.com/Endo/Metabolism/McdDfcncy.htm
Homocystinuria;###############################################################################################################################################################################################################################################################;Homocystinurie;190709008, 11282001;###############################################################################################################################################################################################################################################################;Disease or Syndrome (T047);T047;###############################################################################################################################################################################################################################################################;Homocystinuria;###############################################################################################################################################################################################################################################################;C0019880;http://www.fpnotebook.com/Endo/Metabolism/Hmcystnr.htm
Galactosemia;###############################################################################################################################################################################################################################################################;Galactosémie, Intolérance au galactose, Galactosémies;38177000, 190747003, 190745006, 190749000, 154738008, 267498002;###############################################################################################################################################################################################################################################################;Disease or Syndrome (T047);T047;###############################################################################################################################################################################################################################################################;Galactosemias;###############################################################################################################################################################################################################################################################;C0016952;http://www.fpnotebook.com/Endo/Metabolism/Glctsm.htm
Tay-Sachs Disease;###############################################################################################################################################################################################################################################################;Idiotie amaurotique familiale, Idiotie familiale amaurotique;111385000, 192786008;;Disease or Syndrome (T047);T047;;Amaurotic Familial Idiocy;An outdated term for Tay-Sachs disease.;C0282220;http://www.fpnotebook.com/Endo/Metabolism/TySchsDs.htm
